CALLAO;38634;8,9;610;10,05;-1,15;FAIL
CALLAO;12345;10,8;600;10;0,8;OK
CALLAO;39451;10,5;605;10,025;0,475;OK
CALLAO;39452;108;630;10,15;97,85;FAIL
CALLAO;39452;10,8;620;10,1;0,7;OK
CALLAO;39464;10,8;590;9,95;0,85;OK
CALLAO;39447;10,9;645;10,225;0,675;OK
CALLAO;39448;10,8;630;10,15;0,65;OK
CALLAO;39441;10,8;620;10,1;0,7;OK
CALLAO;39458;10,8;620;10,1;0,7;OK
CALLAO;39463;10,8;600;10;0,8;OK
CALLAO;39460;10,8;610;10,05;0,75;OK
CALLAO;39446;10,8;620;10,1;0,7;OK
CALLAO;39445;10,9;630;10,15;0,75;OK
CALLAO;39457;10,8;620;10,1;0,7;OK
CALLAO;39455;10,8;620;10,1;0,7;OK
CALLAO;39442;10,8;620;10,1;0,7;OK
CALLAO;39461;10,8;630;10,15;0,65;OK
CALLAO;39444;10,8;630;10,15;0,65;OK
CALLAO;39449;10,8;600;10;0,8;OK
CALLAO;39443;10,8;615;10,075;0,725;OK
CALLAO;39450;10,8;620;10,1;0,7;OK
CALLAO;39462;10,8;610;10,05;0,75;OK
CALLAO;39454;10,8;580;9,9;0,9;OK
CALLAO;39453;10,8;590;9,95;0,85;OK
CALLAO;39459;10,8;580;9,9;0,9;OK
CALLAO;39456;10,9;650;10,25;0,65;OK
CALLAO;39840;10,8;630;10,15;0,65;OK
CALLAO;39841;10,8;610;10,05;0,75;OK
CALLAO;39839;10,8;630;10,15;0,65;OK
CALLAO;39842;10,8;615;10,075;0,725;OK
CALLAO;39845;10,9;580;9,9;1;OK
CALLAO;39828;10,8;570;9,85;0,95;OK
CALLAO;39825;10,8;580;9,9;0,9;OK
CALLAO;39829;10,8;590;9,95;0,85;OK
CALLAO;39830;10,8;620;10,1;0,7;OK
CALLAO;39831;10,8;610;10,05;0,75;OK
CALLAO;39835;10,9;620;10,1;0,8;OK
CALLAO;39289;10,9;605;10,025;0,875;OK
CALLAO;39826;10,8;590;9,95;0,85;OK
CALLAO;39295;10,8;560;9,8;1;OK
CALLAO;38216;10,8;630;10,15;0,65;OK
CALLAO;38223;10,8;610;10,05;0,75;OK
CALLAO;39847;10,8;610;10,05;0,75;OK
CALLAO;39279;10,8;590;9,95;0,85;OK
CALLAO;39848;10,9;625;10,125;0,775;OK
CALLAO;39836;10,8;590;9,95;0,85;OK
CALLAO;39844;10,8;600;10;0,8;OK
CALLAO;39843;10,8;600;10;0,8;OK
CALLAO;39259;10,8;580;9,9;0,9;OK
CALLAO;39834;10,8;580;9,9;0,9;OK
CALLAO;39251;10,9;600;10;0,9;OK
CALLAO;39254;11;630;10,15;0,85;OK
CALLAO;39260;10,9;620;10,1;0,8;OK
CALLAO;39252;10,8;600;10;0,8;OK
CALLAO;39255;10,8;590;9,95;0,85;OK
CALLAO;39294;10,8;615;10,075;0,725;OK
CALLAO;39253;10,8;610;10,05;0,75;OK
CALLAO;38224;10,8;610;10,05;0,75;OK
CALLAO;38215;10,8;625;10,125;0,675;OK
CALLAO;39285;10,8;620;10,1;0,7;OK
CALLAO;39286;10,8;630;10,15;0,65;OK
CALLAO;39256;10,8;630;10,15;0,65;OK
CALLAO;39832;10,8;620;10,1;0,7;OK
CALLAO;39833;10,8;600;10;0,8;OK
CALLAO;39257;10,8;600;10;0,8;OK
CALLAO;39273;10,8;630;10,15;0,65;OK
CALLAO;39846;10,8;630;10,15;0,65;OK
CALLAO;39827;10,8;580;9,9;0,9;OK
CALLAO;39258;10,8;620;10,1;0,7;OK
CALLAO;39296;10,8;590;9,95;0,85;OK
CALLAO;39837;10,8;615;10,075;0,725;OK
CALLAO;39261;10,8;610;10,05;0,75;OK
CALLAO;39262;10,8;600;10;0,8;OK
CALLAO;39838;10,8;600;10;0,8;OK
CALLAO;38224;10,8;610;10,05;0,75;OK
CALLAO;39281;10,8;570;9,85;0,95;OK
CALLAO;39288;10,8;580;9,9;0,9;OK
CALLAO;39292;10,9;650;10,25;0,65;OK
CALLAO;39266;10,8;620;10,1;0,7;OK
CALLAO;39272;10,8;620;10,1;0,7;OK
CALLAO;39270;10,8;600;10;0,8;OK
CALLAO;39276;10,8;600;10;0,8;OK
CALLAO;39271;10,8;645;10,225;0,575;OK
CALLAO;39283;10,8;630;10,15;0,65;OK
CALLAO;39267;10,8;600;10;0,8;OK
CALLAO;39265;10,8;620;10,1;0,7;OK
CALLAO;39263;10,8;625;10,125;0,675;OK
CALLAO;39269;10,8;610;10,05;0,75;OK
CALLAO;39282;10,8;620;10,1;0,7;OK
CALLAO;39264;10,8;620;10,1;0,7;OK
CALLAO;39274;10,8;600;10;0,8;OK
CALLAO;39268;10,8;590;9,95;0,85;OK
CALLAO;39291;10,8;625;10,125;0,675;OK
CALLAO;39249;10,8;640;10,2;0,6;OK
CALLAO;39277;10,8;600;10;0,8;OK
CALLAO;39287;10,8;595;9,975;0,825;OK
CALLAO;39278;10,8;640;10,2;0,6;OK
CALLAO;39250;10,8;630;10,15;0,65;OK
CALLAO;39284;10,8;620;10,1;0,7;OK
CALLAO;39938;10,9;640;10,2;0,7;OK
CALLAO;39933;10,8;600;10;0,8;OK
CALLAO;39921;10,8;640;10,2;0,6;OK
CALLAO;39922;10,8;590;9,95;0,85;OK
CALLAO;39939;10,8;620;10,1;0,7;OK
CALLAO;39928;10,8;590;9,95;0,85;OK
CALLAO;39932;10,8;635;10,175;0,625;OK
CALLAO;39925;10,8;620;10,1;0,7;OK
CALLAO;39927;10,8;620;10,1;0,7;OK
CALLAO;39937;10,8;590;9,95;0,85;OK
CALLAO;39923;10,8;630;10,15;0,65;OK
CALLAO;39934;10,8;620;10,1;0,7;OK
CALLAO;39929;10,8;620;10,1;0,7;OK
CALLAO;39926;10,8;635;10,175;0,625;OK
CALLAO;39941;10,8;620;10,1;0,7;OK
CALLAO;39942;10,8;620;10,1;0,7;OK
CALLAO;39931;10,8;605;10,025;0,775;OK
CALLAO;39930;10,8;620;10,1;0,7;OK
CALLAO;39936;10,8;610;10,05;0,75;OK
CALLAO;39943;10,8;640;10,2;0,6;OK
CALLAO;39924;10,8;620;10,1;0,7;OK
CALLAO;39935;10,8;625;10,125;0,675;OK
CALLAO;39944;10,8;640;10,2;0,6;OK
CALLAO;39940;10,8;620;10,1;0,7;OK
CALLAO;39950;10,9;610;10,05;0,85;OK
CALLAO;39963;10,9;610;10,05;0,85;OK
CALLAO;39954;10,9;600;10;0,9;OK
CALLAO;39962;10,9;600;10;0,9;OK
CALLAO;39958;10,9;630;10,15;0,75;OK
CALLAO;39965;10,8;620;10,1;0,7;OK
CALLAO;39946;10,8;640;10,2;0,6;OK
CALLAO;39952;10,8;630;10,15;0,65;OK
CALLAO;39957;10,8;650;10,25;0,55;OK
CALLAO;39948;10,8;635;10,175;0,625;OK
CALLAO;39967;10,8;625;10,125;0,675;OK
CALLAO;39959;10,8;600;10;0,8;OK
CALLAO;39961;10,8;640;10,2;0,6;OK
CALLAO;39968;10,8;580;9,9;0,9;OK
CALLAO;39947;10,8;630;10,15;0,65;OK
CALLAO;39966;10,8;610;10,05;0,75;OK
CALLAO;39949;10,8;605;10,025;0,775;OK
CALLAO;39964;10,8;640;10,2;0,6;OK
CALLAO;39951;10,8;610;10,05;0,75;OK
CALLAO;39956;10,8;640;10,2;0,6;OK
CALLAO;39945;10,8;630;10,15;0,65;OK
CALLAO;39960;10,8;650;10,25;0,55;OK
CALLAO;39953;10,8;610;10,05;0,75;OK
CALLAO;39955;10,8;630;10,15;0,65;OK
CALLAO;40114;10,8;590;9,95;0,85;OK
CALLAO;40113;10,8;590;9,95;0,85;OK
CALLAO;40108;10,8;600;10;0,8;OK
CALLAO;40105;10,8;620;10,1;0,7;OK
CALLAO;40100;10,8;580;9,9;0,9;OK
CALLAO;40099;10,8;610;10,05;0,75;OK
CALLAO;40101;10,8;610;10,05;0,75;OK
CALLAO;40109;10,8;610;10,05;0,75;OK
CALLAO;40117;10,8;580;9,9;0,9;OK
CALLAO;40118;10,8;610;10,05;0,75;OK
CALLAO;40103;10,8;610;10,05;0,75;OK
CALLAO;40104;10,8;600;10;0,8;OK
CALLAO;40106;10,8;620;10,1;0,7;OK
CALLAO;40110;10,8;620;10,1;0,7;OK
CALLAO;40097;10,8;615;10,075;0,725;OK
CALLAO;40111;10,8;610;10,05;0,75;OK
